Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser,,time of the day,,browser behaviour
56,Female,Manchester,Post-secondary,0.187909855,5068,224,0.06987842,Video,Sports,Medium,High,Moderate,Simple,Evening,Tablet,Opera,,,,
38,Female,Leeds,Secondary,0.152237939,5088,271,0.708386965,Text,Technology,Medium,None,Frequent,Simple,Afternoon,Mobile,Safari,,,,
61,Female,Glasgow,Secondary,0.015355937,4505,200,0.013222988,Text,Technology,Medium,Low,Rare,Moderate,Afternoon,Tablet,Safari,,,,
18,Female,Glasgow,Secondary,0.861300356,6536,173,0.33441654,Image,Fashion,Small,Medium,Frequent,Moderate,Night,Tablet,Chrome,,,,
54,Male,Leeds,Secondary,0.492365541,4168,296,0.498329998,Video,Food,Medium,Low,Rare,Moderate,Night,Mobile,Edge,,,,
63,Other,Glasgow,Secondary,0.516715609,7477,161,0.741742411,Video,Food,Large,Medium,Frequent,Simple,Night,Mobile,Opera,,,,
59,Female,London,Secondary,0.114762617,5132,190,0.313063913,Video,Sports,Small,Medium,Moderate,Simple,Evening,Mobile,Firefox,,,,
20,Male,Birmingham,Secondary,0.107776136,6609,86,0.104097454,Image,Food,Medium,High,Frequent,Complex,Afternoon,Desktop,Opera,,,,
51,Male,London,Secondary,0.333783405,5644,74,0.825256537,Text,Fashion,Large,None,Frequent,Complex,Night,Desktop,Firefox,,,,
30,Other,London,Post-secondary,0.516230644,9015,230,0.009822662,Video,Travel,Small,High,Rare,Complex,Night,Tablet,Edge,,,,
33,Male,London,Secondary,0.700872219,387,240,0.873131132,Image,Travel,Small,Medium,Rare,Simple,Morning,Mobile,Edge,,,,
51,Male,Glasgow,Secondary,0.499270357,7866,266,0.106497539,Image,Technology,Small,Low,Frequent,Simple,Afternoon,Mobile,Edge,,,,
41,Other,Leeds,Post-secondary,0.831558431,3536,285,0.125700955,Image,Fashion,Small,Low,Frequent,Complex,Evening,Mobile,Chrome,,,,
30,Male,Manchester,Secondary,0.377392332,612,244,0.166228864,Image,Technology,Small,None,Frequent,Moderate,Night,Desktop,Chrome,,,,
23,Male,Birmingham,Post-secondary,0.028087992,4428,18,0.148343009,Text,Sports,Large,Medium,Frequent,Complex,Afternoon,Mobile,Opera,,,,
56,Other,Birmingham,Secondary,0.426152275,2345,156,0.794779052,Video,Travel,Medium,Low,Frequent,Simple,Night,Tablet,Chrome,,,,
19,Male,London,Post-secondary,0.085002629,1084,208,0.810981364,Video,Sports,Medium,Low,Frequent,Simple,Night,Desktop,Chrome,,,,
28,Other,Manchester,Secondary,0.322054427,9252,178,0.169467987,Video,Fashion,Medium,None,Moderate,Complex,Afternoon,Desktop,Safari,,,,
24,Female,Leeds,Secondary,0.985154683,1413,240,0.112517621,Text,Technology,Medium,None,Rare,Moderate,Night,Tablet,Opera,,,,
24,Female,Manchester,Post-secondary,0.857354257,8710,199,0.57248063,Image,Technology,Large,High,Rare,Complex,Morning,Desktop,Safari,,,,
56,Female,Manchester,Secondary,0.236455713,6788,12,0.699706957,Video,Food,Large,Medium,Frequent,Simple,Morning,Tablet,Firefox,,,,
56,Female,Birmingham,Secondary,0.375962431,3490,148,0.559039858,Text,Fashion,Large,Medium,Rare,Moderate,Morning,Tablet,Safari,,,,
29,Male,Glasgow,Post-secondary,0.431165131,1938,128,0.027689866,Text,Fashion,Large,None,Frequent,Complex,Morning,Desktop,Chrome,,,,
39,Female,London,Post-secondary,0.763868378,8476,47,0.766088253,Image,Technology,Large,None,Rare,Complex,Afternoon,Mobile,Edge,,,,
20,Other,Glasgow,Secondary,0.033457128,2179,235,0.714190216,Video,Sports,Large,High,Moderate,Moderate,Evening,Tablet,Chrome,,,,
30,Other,Birmingham,Secondary,0.03862277,1716,246,0.717259575,Video,Food,Medium,Medium,Rare,Simple,Evening,Mobile,Opera,,,,
47,Other,Manchester,Secondary,0.117117868,298,162,0.207213229,Image,Technology,Large,Medium,Rare,Complex,Night,Mobile,Chrome,,,,
27,Other,London,Secondary,0.628324983,6426,115,0.070282708,Video,Travel,Medium,None,Frequent,Moderate,Night,Desktop,Edge,,,,
26,Female,Leeds,Post-secondary,0.414546617,4376,36,0.997284423,Text,Food,Large,None,Rare,Moderate,Morning,Tablet,Edge,,,,
23,Other,Leeds,Secondary,0.848925629,9934,165,0.477797233,Text,Food,Large,Low,Moderate,Complex,Night,Desktop,Opera,,,,
61,Female,Manchester,Secondary,0.28405789,8084,106,0.726242742,Text,Technology,Large,None,Rare,Moderate,Afternoon,Desktop,Chrome,,,,
19,Other,Glasgow,Secondary,0.48925203,4631,21,0.096417378,Text,Travel,Medium,Low,Rare,Simple,Afternoon,Desktop,Chrome,,,,
61,Other,Glasgow,Secondary,0.706785722,570,164,0.504932264,Image,Food,Medium,None,Rare,Simple,Morning,Tablet,Safari,,,,
33,Female,London,Secondary,0.545201197,7441,131,0.504096659,Image,Sports,Medium,None,Moderate,Complex,Afternoon,Mobile,Firefox,,,,
30,Female,Birmingham,Post-secondary,0.316799978,841,120,0.122858013,Image,Technology,Large,High,Moderate,Moderate,Night,Mobile,Firefox,,,,
30,Male,Glasgow,Secondary,0.152542769,6109,28,0.351607645,Video,Sports,Medium,High,Moderate,Complex,Night,Desktop,Firefox,,,,
39,Male,Leeds,Post-secondary,0.540603419,4660,222,0.891463339,Image,Sports,Medium,None,Moderate,Moderate,Night,Tablet,Chrome,,,,
36,Male,Leeds,Secondary,0.142156502,5880,288,0.690214926,Text,Technology,Small,High,Frequent,Moderate,Afternoon,Desktop,Safari,,,,
43,Other,Leeds,Secondary,0.93930446,8802,226,0.7316708,Image,Sports,Small,High,Frequent,Complex,Evening,Desktop,Safari,,,,
31,Other,Glasgow,Post-secondary,0.539890611,7878,284,0.878288792,Video,Fashion,Medium,None,Frequent,Complex,Evening,Tablet,Firefox,,,,
48,Other,Manchester,Secondary,0.174915305,2970,234,0.310285599,Text,Travel,Small,Low,Frequent,Complex,Evening,Mobile,Chrome,,,,
46,Male,Glasgow,Secondary,0.720642547,7108,273,0.789944703,Image,Travel,Small,Medium,Rare,Complex,Evening,Desktop,Firefox,,,,
62,Male,Glasgow,Secondary,0.103547194,9813,168,0.096538723,Text,Sports,Large,Medium,Frequent,Simple,Night,Mobile,Edge,,,,
59,Male,London,Secondary,0.77164479,6036,197,0.577548732,Video,Travel,Small,Medium,Rare,Complex,Morning,Tablet,Safari,,,,
39,Other,Birmingham,Secondary,0.457289111,4885,22,0.534148076,Image,Food,Large,Low,Rare,Moderate,Morning,Tablet,Opera,,,,
24,Female,Glasgow,Post-secondary,0.132661956,9283,60,0.4311922,Image,Food,Small,High,Frequent,Complex,Afternoon,Tablet,Safari,,,,
54,Male,Glasgow,Secondary,0.037211036,6585,289,0.209169155,Text,Travel,Small,None,Moderate,Simple,Morning,Mobile,Safari,,,,
58,Female,Birmingham,Post-secondary,0.993377994,7396,181,0.427526514,Video,Fashion,Medium,Medium,Frequent,Simple,Evening,Mobile,Firefox,,,,
44,Other,Leeds,Secondary,0.27436829,6819,135,0.844283139,Image,Fashion,Large,None,Moderate,Moderate,Afternoon,Desktop,Chrome,,,,
48,Male,Birmingham,Post-secondary,0.952248622,7093,296,0.730703374,Image,Technology,Large,None,Rare,Complex,Morning,Mobile,Firefox,,,,
23,Other,Glasgow,Secondary,0.501836337,4132,271,0.440603233,Image,Technology,Small,Low,Rare,Moderate,Evening,Desktop,Firefox,,,,
33,Female,Manchester,Secondary,0.503015384,1417,46,0.967588681,Text,Food,Small,High,Rare,Moderate,Afternoon,Desktop,Chrome,,,,
55,Other,London,Secondary,0.091069718,3808,77,0.785291916,Video,Travel,Medium,Low,Frequent,Complex,Afternoon,Desktop,Firefox,,,,
55,Other,London,Secondary,0.950705819,8849,113,0.044260618,Image,Sports,Large,Low,Frequent,Moderate,Morning,Desktop,Opera,,,,
49,Male,Birmingham,Secondary,0.732895865,2138,31,0.750736524,Video,Technology,Large,High,Moderate,Moderate,Afternoon,Tablet,Safari,,,,
50,Female,Birmingham,Post-secondary,0.518727838,4628,215,0.71853778,Image,Travel,Large,Medium,Moderate,Complex,Evening,Tablet,Opera,,,,
34,Male,Leeds,Secondary,0.120257139,6285,153,0.049220655,Video,Fashion,Medium,High,Moderate,Moderate,Evening,Desktop,Chrome,,,,
50,Other,London,Post-secondary,0.175676569,4281,18,0.926557266,Video,Travel,Medium,High,Frequent,Simple,Evening,Desktop,Chrome,,,,
28,Other,Birmingham,Secondary,0.432166605,9924,19,0.467038863,Video,Fashion,Small,None,Rare,Simple,Evening,Desktop,Edge,,,,
30,Female,Glasgow,Secondary,0.362258821,8309,144,0.239127498,Video,Technology,Small,Medium,Moderate,Moderate,Evening,Mobile,Firefox,,,,
47,Other,Glasgow,Secondary,0.558138007,6782,191,0.448225791,Image,Food,Medium,High,Moderate,Moderate,Morning,Mobile,Firefox,,,,
18,Male,Manchester,Secondary,0.076343975,1039,269,0.833780467,Video,Fashion,Large,None,Rare,Moderate,Afternoon,Mobile,Edge,,,,
47,Female,Manchester,Secondary,0.040346019,5532,45,0.25050582,Image,Travel,Medium,Medium,Moderate,Moderate,Evening,Mobile,Edge,,,,
44,Other,Birmingham,Secondary,0.511103087,1709,53,0.914092793,Image,Technology,Small,High,Rare,Complex,Evening,Tablet,Firefox,,,,
57,Male,Leeds,Secondary,0.028501381,7055,167,0.064739809,Video,Sports,Large,None,Frequent,Simple,Afternoon,Mobile,Firefox,,,,
40,Male,Leeds,Secondary,0.059551954,9209,170,0.089357084,Text,Technology,Medium,High,Rare,Moderate,Morning,Mobile,Firefox,,,,
37,Female,Leeds,Post-secondary,0.376341458,7196,114,0.599324058,Text,Technology,Small,High,Rare,Simple,Night,Mobile,Safari,,,,
23,Other,Leeds,Secondary,0.06177907,2813,126,0.509796955,Text,Food,Large,High,Rare,Simple,Morning,Tablet,Chrome,,,,
54,Male,London,Secondary,0.385469627,6149,15,0.67150508,Video,Food,Small,None,Rare,Simple,Night,Mobile,Safari,,,,
37,Female,Leeds,Secondary,0.241750516,3286,52,0.043445928,Image,Fashion,Small,None,Rare,Simple,Afternoon,Desktop,Opera,,,,
54,Male,Manchester,Secondary,0.187770297,1596,28,0.260242369,Video,Fashion,Medium,Medium,Moderate,Complex,Night,Tablet,Safari,,,,
23,Other,Manchester,Post-secondary,0.404679831,5417,61,0.703144681,Video,Fashion,Large,Medium,Rare,Moderate,Evening,Tablet,Opera,,,,
46,Male,London,Secondary,0.119903906,810,171,0.344401568,Text,Sports,Large,Medium,Frequent,Complex,Afternoon,Tablet,Safari,,,,
30,Other,Birmingham,Post-secondary,0.349639367,9457,137,0.304654673,Text,Food,Medium,Medium,Rare,Simple,Night,Tablet,Firefox,,,,
44,Male,Glasgow,Secondary,0.434873629,5488,180,0.819776963,Image,Travel,Medium,Medium,Rare,Simple,Afternoon,Desktop,Safari,,,,
37,Other,Manchester,Secondary,0.830002947,5350,287,0.796063062,Video,Food,Medium,High,Rare,Simple,Evening,Mobile,Safari,,,,
30,Male,Manchester,Post-secondary,0.932806182,2744,204,0.744990939,Text,Travel,Small,High,Rare,Moderate,Afternoon,Desktop,Opera,,,,
56,Male,London,Secondary,0.308338434,7330,249,0.627625416,Video,Sports,Small,High,Moderate,Simple,Night,Mobile,Safari,,,,
25,Female,Manchester,Secondary,0.29264205,3930,248,0.954405144,Video,Sports,Small,Low,Frequent,Complex,Morning,Desktop,Opera,,,,
34,Other,Glasgow,Secondary,0.566518274,2167,95,0.021056996,Image,Travel,Medium,High,Rare,Simple,Night,Mobile,Opera,,,,
47,Male,London,Post-secondary,0.137414426,7098,30,0.1526431,Image,Travel,Small,High,Moderate,Complex,Afternoon,Desktop,Edge,,,,
18,Female,Leeds,Post-secondary,0.349712185,1655,25,0.459888279,Image,Fashion,Large,Medium,Frequent,Complex,Afternoon,Mobile,Chrome,,,,
41,Male,Leeds,Post-secondary,0.053216379,1759,164,0.280689843,Text,Sports,Large,High,Moderate,Complex,Afternoon,Desktop,Safari,,,,
33,Female,Leeds,Secondary,0.379068144,4581,252,0.293359343,Image,Food,Small,Low,Frequent,Moderate,Afternoon,Tablet,Firefox,,,,
28,Male,Glasgow,Post-secondary,0.114151346,9819,187,0.980296266,Text,Travel,Large,None,Moderate,Simple,Morning,Tablet,Edge,,,,
21,Female,Birmingham,Secondary,0.561812912,5969,135,0.044220485,Image,Fashion,Large,Low,Moderate,Simple,Afternoon,Desktop,Opera,,,,
21,Other,Manchester,Secondary,0.641593734,6215,137,0.025897873,Video,Fashion,Small,Medium,Frequent,Complex,Morning,Desktop,Chrome,,,,
34,Male,Glasgow,Secondary,0.987091537,1149,33,0.935144855,Image,Sports,Small,None,Rare,Moderate,Night,Tablet,Safari,,,,
27,Other,Birmingham,Secondary,0.195138662,6037,274,0.160090041,Image,Fashion,Small,Medium,Frequent,Moderate,Night,Mobile,Opera,,,,
38,Other,London,Secondary,0.207202149,7797,30,0.042977282,Video,Fashion,Medium,None,Moderate,Complex,Afternoon,Desktop,Edge,,,,
55,Female,Glasgow,Secondary,0.947419519,5556,118,0.458545279,Image,Technology,Large,Low,Frequent,Moderate,Night,Mobile,Edge,,,,
35,Other,London,Secondary,0.864640838,5210,87,0.88189057,Image,Travel,Large,Medium,Frequent,Moderate,Afternoon,Desktop,Firefox,,,,
27,Female,Birmingham,Secondary,0.616054049,8371,27,0.306064737,Text,Technology,Small,High,Frequent,Complex,Afternoon,Mobile,Safari,,,,
62,Female,Glasgow,Secondary,0.841407237,2147,114,0.932251451,Image,Food,Small,None,Moderate,Simple,Afternoon,Tablet,Chrome,,,,
33,Female,Manchester,Secondary,0.209692145,6156,44,0.865276153,Text,Technology,Medium,Medium,Moderate,Simple,Night,Desktop,Firefox,,,,
56,Female,Birmingham,Post-secondary,0.874028823,1877,150,0.280417883,Image,Food,Medium,None,Rare,Complex,Evening,Desktop,Safari,,,,
32,Female,Manchester,Secondary,0.86730751,8802,71,0.435439192,Image,Food,Large,None,Moderate,Moderate,Evening,Mobile,Firefox,,,,
51,Male,London,Secondary,0.248112248,3891,160,0.923738067,Text,Sports,Small,High,Rare,Moderate,Evening,Desktop,Safari,,,,
22,Male,Manchester,Post-secondary,0.508373314,4418,83,0.123286779,Text,Technology,Large,Low,Moderate,Complex,Afternoon,Tablet,Edge,,,,
34,Other,Glasgow,Secondary,0.929774264,6077,165,0.061893336,Text,Sports,Large,High,Rare,Moderate,Evening,Desktop,Opera,,,,
54,Male,Glasgow,Secondary,0.679149996,3938,124,0.188719602,Image,Fashion,Small,Medium,Frequent,Simple,Night,Mobile,Chrome,,,,
25,Female,Leeds,Secondary,0.660519105,3821,157,0.225621273,Text,Sports,Small,High,Moderate,Complex,Night,Tablet,Firefox,,,,
41,Female,Manchester,Post-secondary,0.559764601,3011,83,0.179389013,Image,Technology,Large,Low,Rare,Simple,Night,Desktop,Edge,,,,
45,Male,Leeds,Post-secondary,0.268831565,4359,19,0.031712067,Text,Sports,Large,None,Moderate,Complex,Afternoon,Desktop,Firefox,,,,
64,Other,Birmingham,Secondary,0.978415372,6701,241,0.717658927,Video,Travel,Medium,High,Rare,Complex,Evening,Tablet,Firefox,,,,
25,Other,London,Secondary,0.447509646,7661,222,0.161951946,Text,Travel,Medium,None,Frequent,Complex,Morning,Desktop,Firefox,,,,
40,Male,Birmingham,Post-secondary,0.311450097,7371,92,0.455388959,Image,Travel,Small,None,Moderate,Moderate,Morning,Desktop,Edge,,,,
52,Female,London,Post-secondary,0.72858071,2929,270,0.120388358,Image,Fashion,Large,High,Frequent,Simple,Afternoon,Mobile,Safari,,,,
48,Female,Manchester,Secondary,0.607704813,8261,109,0.365518111,Image,Technology,Medium,Medium,Frequent,Complex,Night,Mobile,Chrome,,,,
34,Other,Glasgow,Secondary,0.342241308,9172,67,0.397467625,Video,Technology,Small,None,Frequent,Moderate,Morning,Tablet,Firefox,,,,
45,Male,Manchester,Secondary,0.303791591,4748,15,0.912985976,Video,Travel,Large,Low,Frequent,Complex,Morning,Desktop,Firefox,,,,
29,Female,London,Secondary,0.214506685,5843,84,0.705316756,Text,Travel,Small,High,Rare,Simple,Morning,Desktop,Opera,,,,
41,Other,Leeds,Secondary,0.078486437,2255,265,0.906142174,Video,Sports,Small,High,Moderate,Simple,Night,Tablet,Opera,,,,
32,Other,London,Secondary,0.625710907,6896,260,0.489096332,Video,Fashion,Large,Low,Frequent,Moderate,Evening,Mobile,Opera,,,,
57,Male,Leeds,Secondary,0.505693638,7277,166,0.169341649,Video,Fashion,Medium,Medium,Rare,Simple,Morning,Tablet,Chrome,,,,
48,Other,Birmingham,Secondary,0.234848411,2420,207,0.409633244,Image,Sports,Small,None,Rare,Moderate,Afternoon,Mobile,Opera,,,,
44,Female,Glasgow,Secondary,0.055124526,4231,58,0.593678488,Text,Travel,Large,High,Frequent,Simple,Night,Mobile,Chrome,,,,
52,Other,Birmingham,Secondary,0.018901068,6569,167,0.541245165,Video,Technology,Large,None,Rare,Simple,Morning,Tablet,Chrome,,,,
35,Other,Manchester,Secondary,0.73849593,3145,180,0.896305492,Image,Sports,Medium,None,Rare,Complex,Night,Tablet,Opera,,,,
53,Other,Leeds,Secondary,0.188253189,3077,39,0.592377796,Video,Fashion,Small,Low,Rare,Moderate,Morning,Mobile,Safari,,,,
25,Male,Leeds,Post-secondary,0.266643619,9769,279,0.256630821,Text,Travel,Medium,Medium,Moderate,Simple,Night,Desktop,Safari,,,,
63,Female,Birmingham,Secondary,0.014112194,8766,10,0.95258633,Text,Food,Medium,Low,Moderate,Simple,Afternoon,Tablet,Safari,,,,
55,Other,Glasgow,Secondary,0.150639055,4289,288,0.173926168,Image,Sports,Small,High,Rare,Simple,Afternoon,Mobile,Safari,,,,
22,Male,Glasgow,Secondary,0.874445718,2911,152,0.476438265,Text,Travel,Large,None,Frequent,Complex,Evening,Desktop,Safari,,,,
31,Other,Birmingham,Secondary,0.242060835,2578,122,0.887650512,Image,Technology,Small,High,Frequent,Moderate,Evening,Mobile,Firefox,,,,
55,Female,Glasgow,Secondary,0.953958198,9648,85,0.709921841,Video,Food,Medium,High,Rare,Moderate,Night,Tablet,Safari,,,,
37,Other,Manchester,Secondary,0.164346838,6663,104,0.535382427,Image,Food,Large,High,Moderate,Simple,Morning,Tablet,Safari,,,,
61,Male,London,Secondary,0.253261459,9105,144,0.687828053,Text,Technology,Large,Medium,Rare,Complex,Evening,Mobile,Firefox,,,,
26,Other,Leeds,Secondary,0.867709968,7135,244,0.4377935,Video,Technology,Medium,Low,Frequent,Simple,Evening,Mobile,Safari,,,,
50,Other,Leeds,Secondary,0.426608339,4969,298,0.396805882,Text,Technology,Large,None,Moderate,Moderate,Night,Desktop,Edge,,,,
35,Other,Leeds,Post-secondary,0.267828939,6157,43,0.62783804,Video,Sports,Small,Medium,Frequent,Moderate,Evening,Tablet,Opera,,,,
23,Male,London,Post-secondary,0.692813763,1469,275,0.737008232,Image,Sports,Small,Low,Frequent,Complex,Afternoon,Mobile,Chrome,,,,
54,Other,Manchester,Post-secondary,0.051228404,6426,208,0.937460225,Image,Travel,Large,None,Rare,Simple,Morning,Tablet,Opera,,,,
19,Other,Birmingham,Secondary,0.890605177,3517,271,0.836545547,Video,Food,Medium,Medium,Moderate,Simple,Morning,Tablet,Firefox,,,,
47,Male,Glasgow,Secondary,0.841561545,2448,220,0.960692506,Image,Food,Medium,High,Rare,Moderate,Night,Desktop,Edge,,,,
23,Male,Glasgow,Post-secondary,0.085797035,8725,140,0.115886123,Text,Food,Medium,Low,Frequent,Complex,Evening,Tablet,Firefox,,,,
34,Female,London,Secondary,0.798618747,1805,220,0.989473466,Video,Fashion,Medium,High,Moderate,Simple,Afternoon,Desktop,Opera,,,,
56,Male,Leeds,Secondary,0.961170442,9270,93,0.200301787,Text,Fashion,Large,None,Moderate,Simple,Night,Tablet,Firefox,,,,
58,Other,Glasgow,Secondary,0.492069619,1070,150,0.080903923,Video,Technology,Medium,Medium,Moderate,Complex,Afternoon,Mobile,Edge,,,,
40,Other,Birmingham,Post-secondary,0.56815335,8223,277,0.656810503,Text,Food,Medium,High,Moderate,Simple,Afternoon,Tablet,Opera,,,,
48,Male,Glasgow,Post-secondary,0.67979674,5822,125,0.673487288,Image,Travel,Large,High,Frequent,Moderate,Afternoon,Mobile,Safari,,,,
37,Female,Leeds,Secondary,0.266726943,184,289,0.973822258,Text,Travel,Large,None,Frequent,Complex,Morning,Desktop,Opera,,,,
22,Male,Birmingham,Post-secondary,0.649661259,2753,26,0.771023686,Image,Travel,Large,None,Rare,Complex,Evening,Tablet,Edge,,,,
38,Female,Leeds,Secondary,0.4748675,8233,215,0.392658331,Text,Fashion,Small,Medium,Rare,Simple,Afternoon,Tablet,Opera,,,,
60,Male,Leeds,Post-secondary,0.405541805,8486,16,0.600105413,Video,Fashion,Small,None,Rare,Moderate,Night,Desktop,Opera,,,,
28,Female,London,Secondary,0.90280156,7367,221,0.609454347,Text,Sports,Medium,High,Rare,Complex,Night,Desktop,Safari,,,,
21,Female,Leeds,Post-secondary,0.79790311,6007,94,0.765418735,Text,Food,Small,High,Rare,Complex,Night,Mobile,Chrome,,,,
40,Other,Birmingham,Secondary,0.934607628,331,235,0.581098038,Video,Food,Small,Medium,Rare,Complex,Morning,Mobile,Edge,,,,
55,Female,London,Secondary,0.836651825,3465,20,0.38644068,Image,Food,Medium,Medium,Rare,Simple,Evening,Tablet,Opera,,,,
47,Other,London,Secondary,0.041810601,8559,298,0.681458101,Text,Sports,Medium,Medium,Moderate,Complex,Night,Tablet,Firefox,,,,
59,Male,Birmingham,Secondary,0.606529391,6875,102,0.240101506,Text,Travel,Small,Low,Frequent,Simple,Afternoon,Mobile,Edge,,,,
58,Male,London,Secondary,0.697636882,3974,26,0.349551242,Video,Travel,Large,None,Rare,Simple,Evening,Desktop,Firefox,,,,
35,Male,Birmingham,Post-secondary,0.664857476,1789,82,0.071631123,Video,Sports,Small,None,Frequent,Complex,Night,Mobile,Chrome,,,,
58,Male,Glasgow,Secondary,0.271956435,2742,99,0.816230168,Text,Sports,Small,None,Rare,Simple,Evening,Desktop,Edge,,,,
60,Male,London,Secondary,0.425630351,462,89,0.070999092,Video,Food,Large,Medium,Frequent,Complex,Night,Tablet,Firefox,,,,
48,Other,Glasgow,Secondary,0.039029138,8024,160,0.298796814,Image,Sports,Medium,High,Frequent,Moderate,Evening,Mobile,Edge,,,,
47,Male,London,Secondary,0.094094128,6170,231,0.925632912,Image,Food,Large,Medium,Moderate,Moderate,Night,Tablet,Safari,,,,
51,Female,Leeds,Post-secondary,0.560511901,8183,98,0.559409685,Text,Technology,Medium,Medium,Moderate,Complex,Morning,Mobile,Chrome,,,,
48,Other,Birmingham,Post-secondary,0.582411764,9066,7,0.21787992,Video,Food,Large,Low,Moderate,Simple,Evening,Tablet,Firefox,,,,
64,Female,Leeds,Secondary,0.201229291,128,295,0.992887165,Text,Technology,Small,Low,Rare,Moderate,Morning,Mobile,Chrome,,,,
55,Other,Glasgow,Post-secondary,0.448202724,1219,248,0.880729482,Image,Fashion,Small,None,Rare,Moderate,Night,Desktop,Chrome,,,,
42,Female,Birmingham,Secondary,0.47207726,4020,78,0.068180273,Image,Fashion,Medium,None,Rare,Moderate,Afternoon,Mobile,Safari,,,,
34,Other,Birmingham,Secondary,0.011336778,6549,91,0.230285062,Image,Food,Large,Medium,Moderate,Moderate,Night,Desktop,Firefox,,,,
53,Male,Glasgow,Secondary,0.142520783,2248,194,0.642260593,Image,Fashion,Large,None,Frequent,Moderate,Night,Tablet,Edge,,,,
57,Other,Birmingham,Secondary,0.624300057,5251,102,0.198803157,Image,Food,Small,Medium,Frequent,Simple,Afternoon,Mobile,Safari,,,,
47,Other,Birmingham,Secondary,0.992820108,5285,160,0.537177933,Text,Sports,Medium,None,Frequent,Simple,Afternoon,Desktop,Edge,,,,
19,Female,London,Post-secondary,0.650391748,7164,108,0.165860761,Image,Sports,Large,Medium,Rare,Moderate,Evening,Desktop,Firefox,,,,
41,Other,Manchester,Secondary,0.120216667,200,95,0.672705509,Text,Fashion,Small,High,Rare,Moderate,Evening,Desktop,Chrome,,,,
26,Other,Leeds,Post-secondary,0.821440297,8495,106,0.531236117,Image,Fashion,Medium,High,Rare,Moderate,Afternoon,Tablet,Edge,,,,
18,Male,Manchester,Post-secondary,0.431537721,5699,121,0.969432244,Video,Food,Large,None,Frequent,Moderate,Morning,Desktop,Safari,,,,
41,Female,Birmingham,Secondary,0.083700209,7948,164,0.133813278,Image,Technology,Small,Low,Moderate,Simple,Morning,Mobile,Chrome,,,,
55,Other,Manchester,Post-secondary,0.599824583,5521,299,0.530721249,Video,Technology,Large,High,Frequent,Complex,Morning,Tablet,Firefox,,,,
44,Female,London,Post-secondary,0.228046098,9072,64,0.31172389,Text,Travel,Medium,None,Moderate,Complex,Evening,Desktop,Safari,,,,
43,Other,Glasgow,Secondary,0.416781747,5579,161,0.612688763,Video,Fashion,Small,None,Moderate,Complex,Afternoon,Desktop,Chrome,,,,
43,Other,Glasgow,Post-secondary,0.31829425,2637,140,0.20325554,Image,Fashion,Small,High,Moderate,Moderate,Evening,Mobile,Chrome,,,,
24,Female,Manchester,Secondary,0.642853948,8378,276,0.92539246,Video,Food,Small,Low,Rare,Simple,Morning,Desktop,Opera,,,,
42,Male,London,Secondary,0.431034673,5024,39,0.437921817,Image,Fashion,Medium,Low,Frequent,Complex,Morning,Tablet,Firefox,,,,
33,Other,Glasgow,Secondary,0.103982093,2272,146,0.431771381,Image,Food,Small,None,Moderate,Simple,Night,Mobile,Opera,,,,
55,Other,Manchester,Secondary,0.215675566,8184,93,0.786325043,Text,Fashion,Small,Low,Moderate,Complex,Afternoon,Tablet,Chrome,,,,
59,Other,Manchester,Post-secondary,0.500445274,3464,186,0.90751827,Image,Food,Medium,Low,Moderate,Complex,Afternoon,Mobile,Safari,,,,
35,Female,Leeds,Secondary,0.789184227,196,252,0.493973762,Image,Technology,Small,Low,Rare,Simple,Morning,Tablet,Edge,,,,
34,Male,London,Post-secondary,0.009743265,4936,176,0.771289228,Video,Sports,Medium,Medium,Moderate,Complex,Night,Tablet,Opera,,,,
61,Other,Leeds,Secondary,0.612427284,3702,62,0.143940963,Image,Sports,Large,Medium,Moderate,Moderate,Night,Tablet,Edge,,,,
64,Other,Manchester,Secondary,0.115881759,1046,231,0.252409111,Video,Fashion,Medium,Low,Frequent,Simple,Morning,Mobile,Opera,,,,
23,Other,Leeds,Secondary,0.604049424,6723,93,0.692990314,Text,Technology,Medium,Medium,Rare,Simple,Morning,Tablet,Safari,,,,
37,Female,Leeds,Secondary,0.836807635,610,154,0.926747109,Text,Sports,Small,Low,Moderate,Moderate,Morning,Desktop,Chrome,,,,
40,Female,Manchester,Post-secondary,0.228482966,6241,248,0.117208744,Text,Sports,Large,High,Frequent,Moderate,Evening,Desktop,Edge,,,,
63,Female,Glasgow,Secondary,0.495514752,4986,44,0.134387194,Image,Food,Medium,None,Rare,Moderate,Night,Tablet,Edge,,,,
29,Female,Birmingham,Secondary,0.774052926,261,176,0.975227237,Video,Sports,Medium,None,Frequent,Simple,Morning,Tablet,Edge,,,,
29,Male,Glasgow,Post-secondary,0.175577479,3545,129,0.091236359,Image,Fashion,Medium,High,Moderate,Moderate,Night,Mobile,Edge,,,,
51,Female,London,Secondary,0.152561143,2765,149,0.042895897,Video,Technology,Small,None,Rare,Complex,Morning,Desktop,Chrome,,,,
25,Female,Glasgow,Post-secondary,0.905045869,3537,10,0.531754335,Image,Food,Large,None,Frequent,Moderate,Night,Desktop,Edge,,,,
